Latin	Latin	probability
ˈʊ	ˈʊ	1.0
ˈɪ	ˈɪ	1.0
ˈɛ_k	ˈɛ_k	1.0
ˈɛ	ˈɛ	1.0
ˈɔ_ɫ	ˈɔ_ɫ	1.0
ˈɔ	ˈɔ	1.0
ˈuː	ˈuː	1.0
ˈu	ˈu	1.0
ˈoː	ˈoː	1.0
ˈo	ˈo	1.0
ˈiː	ˈiː	1.0
ˈi	ˈi	1.0
ˈeː	ˈeː	1.0
ˈaː	ˈaː	1.0
ˈau̯	ˈau̯	1.0
ˈa_s	ˈa_s	1.0
ˈa_r	ˈa_r	1.0
ˈa_m	ˈa_m	1.0
ˈa	ˈa	1.0
ʊ̃ː	ʊ̃ː	1.0
ʊ	ʊ	1.0
ɫ_ˈɔ	ɫ_ˈɔ	1.0
ɫ_ɛ̃ː	ɫ_ɛ̃ː	1.0
ɫ_t	ɫ_t	1.0
ɫ_a	ɫ_a	1.0
ɫ	ɫ	1.0
ɪ	ɪ	1.0
ɡʷ	ɡʷ	1.0
ɡ_n	ɡ_n	1.0
ɡ	ɡ	1.0
ɛ̃ː	ɛ̃ː	1.0
ɛ̃	ɛ̃	1.0
ɛ_n	ɛ_n	1.0
ɛ_k	ɛ_k	1.0
ɛ	ɛ	1.0
ɔ	ɔ	1.0
ŋ	ŋ	1.0
w	w	1.0
uː	uː	1.0
u	u	1.0
t_r	t_r	1.0
sː	sː	1.0
s_ʊ̃ː	s_ʊ̃ː	1.0
s_ɛ	s_ɛ	1.0
s_p	s_p	1.0
s	s	1.0
rː	rː	1.0
r_ˈɪ	r_ˈɪ	1.0
r_ˈɛ	r_ˈɛ	1.0
r_ˈɔ	r_ˈɔ	1.0
r_ˈa	r_ˈa	1.0
r_ʊ̃ː	r_ʊ̃ː	1.0
r_t	r_t	1.0
r_s	r_s	1.0
r_p	r_p	1.0
r_n	r_n	1.0
r_m	r_m	1.0
r_k	r_k	1.0
r_b	r_b	1.0
r_ãː	r_ãː	1.0
r_a	r_a	1.0
r_#>	r_#>	1.0
r	r	1.0
p_ʊ̃ː	p_ʊ̃ː	1.0
p	p	1.0
oː	oː	1.0
o	o	1.0
nː	nː	1.0
n_ˈɛ	n_ˈɛ	1.0
n_ˈɔ	n_ˈɔ	1.0
n_ɛ	n_ɛ	1.0
n_i	n_i	1.0
n	n	1.0
m_ʊ̃ː	m_ʊ̃ː	1.0
m_ɛ	m_ɛ	1.0
m_ãː	m_ãː	1.0
m	m	1.0
lʲː	lʲː	1.0
lʲ	lʲ	1.0
kː	kː	1.0
kʷ	kʷ	1.0
k_ˈɛ	k_ˈɛ	1.0
k_ˈaː	k_ˈaː	1.0
k_ʊ̃ː	k_ʊ̃ː	1.0
k_ɫ	k_ɫ	1.0
k_ɪ	k_ɪ	1.0
k_ɛ	k_ɛ	1.0
k_t	k_t	1.0
k_s	k_s	1.0
k_r	k_r	1.0
k_i	k_i	1.0
k_ãː	k_ãː	1.0
k	k	1.0
j	j	1.0
iː	iː	1.0
i	i	1.0
h	h	1.0
fː	fː	1.0
f	f	1.0
eː	eː	1.0
e	e	1.0
d	d	1.0
b	b	1.0
ãː	ãː	1.0
aː	aː	1.0
au̯	au̯	1.0
ae̯	ae̯	1.0
a_n	a_n	1.0
a	a	1.0
<#_ˈɛ	<#_ˈɛ	1.0
t	t	0.978
tː	tː	0.778
tː	t	0.222
