Phone1	Phone2	Surprisal
b	b	0.0
bː	b	0.0
d	d	1.199
d	d̥	1.268
d	-	2.745
d_ə	n	0.0
dː	d	0.0
f	f	0.051
f	v̥	4.86
h	h	0.096
h	-	3.955
h_l	l	0.0
h_r	r	0.0
i	ɪ	0.0
iː	ɒː	0.0
j	-	0.782
j	j	1.257
j_ə	n	0.0
k	k	0.0
k_ə	k	0.0
l	l	0.0
l_ə	l	0.647
l_ə	ˈœ_l	1.469
lː	l	0.0
m	m	0.0
m_ə	m_n	0.0
mː	m	0.0
n	n	0.0
n_ə	n	0.0
nː	n	0.0
p	p	0.0
p_ə	b_m	0.0
pː	p	0.0
r	ɐ	0.952
r	r	1.138
r	-	5.134
r_ə	ɐ	0.568
r_ə	ɐ_n	1.619
s	s	0.821
s	z	1.204
s_k	ʃ	0.0
t	t	0.051
t	-	4.85
t_ə	t	0.0
tː	t	0.0
v	v	0.0
w	v	0.467
w	w	2.45
w	-	3.42
x	x	0.781
x	ç	1.258
z	z	0.0
ð	-	0.0
ŋ	ŋ	0.0
ŋ_ɡ	ŋ	0.0
ə	ə	1.119
ə	n	1.711
ə	-	2.094
ə_r	ɐ	0.0
ɡ	ɣ	0.0
ɡː	-	0.0
ɣ	-	0.928
ɣ	ɣ	1.076
ɣ_ə	ɣ	0.822
ɣ_ə	ŋ	1.203
ɣ̥	ç	0.626
ɣ̥	x	1.507
ʦ	k	0.0
ˈa	ˈa	0.584
ˈa	ˈɒː	3.142
ˈa	ˈɔ	3.142
ˈa	-	3.235
ˈaː	ˈeo̯	0.666
ˈaː	ˈɛɪ̯	2.391
ˈaː	ˈoː	2.89
ˈaː	ˈaɪ̯	4.499
ˈe	ˈɛ	2.085
ˈe	ˈa	2.243
ˈe	ˈʏ	2.696
ˈe	-	2.935
ˈe	ˈɛː	3.076
ˈe	ˈeː	3.24
ˈe	ˈɒː	4.936
ˈe	ˈɛə̯	6.523
ˈeː	ˈɒː	1.302
ˈeː	ˈɔʏ̯	1.989
ˈeː	-	2.219
ˈeː	ˈiː	2.971
ˈi	ˈɪ	0.364
ˈi	-	3.715
ˈi	ˈɛ	3.72
ˈi	ˈɛː	3.815
ˈiː	ˈiː	0.19
ˈiː	ˈɛɪ̯	3.015
ˈi̯aː	ˈɛɪ̯	0.198
ˈi̯aː	-	2.963
ˈi̯uː	ˈyː	1.161
ˈi̯uː	-	1.455
ˈi̯uː	ˈeː	2.41
ˈo	ˈɔ	1.062
ˈo	ˈoː	1.439
ˈo	ˈʊ	2.716
ˈoː	ˈaʊ̯	0.729
ˈoː	-	1.938
ˈoː	ˈʊ	2.879
ˈu	ˈʊ	0.851
ˈu	-	2.219
ˈu	ˈœ	2.944
ˈu	ˈɔ	3.31
ˈuː	ˈuː	0.299
ˈuː	-	2.42
ˈɔː	ˈa	1.35
ˈɔː	ˈɒː	2.087
ˈɔː	ˈoː	2.213
ˈɔː	-	2.672
ˈɛː	ˈɛɪ̯	0.71
ˈɛː	-	1.364
θ	d	0.0
