Upper Franconian	Upper Franconian	probability
β	v_ə	1.0
ˈɛː	-	1.0
ˈɘ	ˈyː	1.0
ˈɒː	ˈaː	1.0
ˈɒ_l	ˈaː	1.0
ˈaʊ̯	ˈuː	1.0
ˈa	ˈæː	1.0
ʦ	t	1.0
ɾ_ɐ	ʀ	1.0
ɾ	j_ə	1.0
ɪ	ɪ	1.0
ɡ̊_s	s	1.0
ɡ̊_r	ɣ_ʀ	1.0
ɡ̊_#>	ɣ̊_#>	1.0
ə	-	1.0
ɐ_n	ʀ_ə	1.0
ɐ_d̥	ʀ_d̥	1.0
x_d̥	x	1.0
v̥	p	1.0
v	β	1.0
t	t_ˈaː	1.0
r_ˈaɪ̯	ʀ	1.0
r	ʀ	1.0
n_a	n	1.0
n_#>	#>	1.0
m_a	m	1.0
j	j	1.0
h	ɦ	1.0
f_n	p_ə	1.0
f_a	ə_v̥	1.0
f_#>	p_#>	1.0
f	v	1.0
eː	i	1.0
d̥_ˈiː	d_ˈeː	1.0
d̥_n	j	1.0
d̥_#>	#>	1.0
b̥͡v̥	p	1.0
b̥_#>	v̥_#>	1.0
b̥	b	1.0
<#_ˈɛ	<#_ˈeː	1.0
<#_ˈɒ	<#	1.0
<#_r	<#_ʀ	1.0
<#_n	<#_n	1.0
#>	n_#>	1.0
m	m	0.897
l	l	0.875
a	ə	0.778
ɡ̊	k	0.7
ɐ	ʀ	0.667
z̥	t	0.667
ˈaː	ˈɛː	0.6
x	k	0.6
n	n	0.592
ˈeː	ˈeː	0.545
ˈiː	ˈeː	0.52
ˈʊ	ˈʊː	0.5
ˈoː	ˈɒː	0.5
ʃ_d̥	s_t	0.5
ʃ_d̥	s	0.5
ʃ	s	0.481
d̥	d̥	0.456
d̥	d	0.456
ˈaɪ̯	ˈiː	0.429
ç	x	0.417
ŋ	ŋ	0.4
x	ɣ̊	0.4
s	z	0.39
ˈɪ	ˈɪː	0.385
ˈɔ	ˈɔ	0.368
ˈɒ	ˈɑ	0.36
z̥	t_ə	0.333
ˈɒ	ˈaː	0.32
n	ə	0.306
ˈuː	ˈʊː	0.3
ˈuː	ˈu	0.3
ɡ̊	ɣ	0.3
ʃ	ʃ	0.296
ˈaɪ̯	-	0.286
ˈeː	ˈi	0.273
s	t	0.268
ŋ	ɣ_ə	0.267
ˈɔ	ˈʊː	0.263
ç	k	0.25
ˈoː	ˈaː	0.227
ʃ	z	0.222
a	-	0.222
s	z̥	0.22
ˈɔ	-	0.211
ɐ	ə_ʀ	0.205
ˈɛ	ˈɪ	0.2
ˈɛ	ˈæː	0.2
ˈɛ	ˈeː	0.2
ˈɒ	ˈɑː	0.2
ˈuː	ˈoː	0.2
ˈaː	ˈɔː	0.2
ŋ	ŋ_k	0.2
ˈaɪ̯	ˈœi̯	0.19
ˈeː	-	0.182
ç	ə_ɣ̊	0.167
ç	ŋ	0.167
ˈiː	ˈøː	0.16
ˈiː	ˈi	0.16
ˈɔ	ˈɔː	0.158
ˈɪ	-	0.154
ˈoː	-	0.136
ŋ	k	0.133
ɐ	ʀ_ə	0.128
ˈɒ	-	0.12
ˈɪ	ˈɛː	0.115
ˈɪ	ˈœ	0.115
ˈʊ	ˈɔ	0.111
ˈʊ	ˈœː	0.111
ˈʊ	ˈoː	0.111
ˈʊ	-	0.111
m	v_ə	0.103
n	n_d	0.102
ˈɛ	ˈɛ	0.1
ˈɛ	ˈɑ	0.1
ˈɛ	ˈæ	0.1
ˈɛ	-	0.1
ˈuː	ˈøː	0.1
ˈuː	ˈuː	0.1
ˈaː	ˈɔu̯	0.1
ˈaː	ˈœ	0.1
ˈaɪ̯	ˈɛːi̯	0.095
ˈoː	ˈoː	0.091
ˈiː	ˈiː	0.08
ˈiː	-	0.08
ˈɪ	ˈʏ	0.077
ˈɪ	ˈɪ	0.077
ˈɪ	ˈɛ	0.077
s	s	0.073
l	j	0.062
ˈʊ	ˈʊ	0.056
d̥	t_ə	0.053
