Gascon	Valencian	probability
ˈɛ_ʦ	ˈæ_w	1.0
ˈɛ_t	ˈe_ʎ	1.0
ˈɔ	ˈɒ	1.0
ˈu_ʦ	ˈæ_w	1.0
ˈu_ŋ_#>	ˈo_#>	1.0
ˈu_t	ˈo_t	1.0
ˈi_#>	ˈi_r_#>	1.0
ˈe_w	w	1.0
ˈe_k	ˈæ_k	1.0
ˈa_ŋ_#>	ˈa_#>	1.0
ˈa_w	ˈɒ	1.0
ˈa_t	ˈa_t	1.0
ˈa_s	ˈa_s	1.0
ˈa_k	ˈa_k	1.0
ˈa_j	ˈa_ɾ	1.0
ˈa_#>	ˈa_r_#>	1.0
ʦ	-	1.0
ʤ	ʤ	1.0
ʒ	ʤ	1.0
ʎ	ʎ	1.0
ʃ	ʃ	1.0
ɾ_ˈe	ɾ_ˈæ	1.0
ɾ_ɔ	ʎ_ɜ	1.0
ɲ	ɲ	1.0
ɣ	ɣ	1.0
ɡ	ɡ	1.0
ŋ_#>	#>	1.0
ŋ	ŋ	1.0
w_ˈe	ˈu	1.0
w_t	l_t	1.0
t_ˈi	t_ˈi	1.0
s_k	s_k	1.0
s_a	s_a	1.0
s	s	1.0
r_t	r_t	1.0
p_#>	p_#>	1.0
p	p	1.0
n_a	n_e	1.0
n_#>	n_t_#>	1.0
n	n	1.0
m	m	1.0
l_ˈe	ʎ_ˈe	1.0
k_ˈu	k_ˈu	1.0
k	k	1.0
j_ˈɛ	ˈi	1.0
j_ʃ	ʃ	1.0
h	f	1.0
d	d	1.0
b_ˈa	b_ˈa	1.0
a	a	1.0
<#_ˈe	<#_ˈe	1.0
<#_ˈa	<#_ˈa	1.0
<#_e	<#	1.0
<#_a_w	<#_o	1.0
<#_a_r	<#_r	1.0
ˈa	ˈa	0.947
t	t	0.923
ɾ	ɾ	0.886
r	r	0.833
ˈi	ˈi	0.821
#>	r_#>	0.818
u	o	0.789
ˈy	ˈu	0.75
b	v	0.647
ð	ð	0.643
ˈɛ	ˈe	0.619
l	l	0.619
ˈe_j	ˈi	0.6
r_#>	r_n_#>	0.6
i	i	0.6
ˈe	ˈæ	0.581
β	β	0.579
ˈu	ˈo	0.565
e	e	0.559
ɔ	ɐ	0.551
z	-	0.545
z	z	0.455
w	w	0.448
j	j	0.438
ˈe_j	ʧ	0.4
r_#>	e_#>	0.4
i	-	0.4
ˈɛ	ˈæ	0.381
l	ʎ	0.381
ˈe	ˈe	0.355
b	b	0.353
ˈu	ˈɒ	0.348
β	v	0.316
j	-	0.312
w	l	0.31
ɔ	ɜ	0.261
ð	w_ɾ	0.214
ɔ	ɞ	0.188
#>	l_#>	0.182
e	ɜ	0.169
ˈy	ˈo	0.167
r	ɾ	0.167
ð	-	0.143
j	ˈɒ_ʧ	0.125
j	ˈi	0.125
ɾ	-	0.114
ˈi	ˈe	0.107
β	w_ɾ	0.105
u	u	0.105
u	-	0.105
w	ˈɒ	0.103
ˈu	-	0.087
ˈy	ˈu_j	0.083
t	ʎ	0.077
ˈi	ˈi_n	0.071
w	o	0.069
w	-	0.069
e	r	0.068
e	i	0.068
ˈe	-	0.065
ˈa	ˈɒ	0.053
e	ɞ	0.051
e	e_r	0.051
