Phone1	PhonEnv	Phone2	Surprisal
aɪ̯	<|S|	eː	0.0
aɪ̯	<|S|>	eː	0.0
aɪ̯	<|S|>_N	eː	0.0
aɪ̯	<|S|N	eː	0.0
aɪ̯	|S|>	eː	0.0
aɪ̯	|S|>_N	eː	0.0
aɪ̯	|S|N	eː	0.0
b	#|S|	b̥	0.047
b	#|S|<	b̥	0.035
b	#|S|<_F	b̥	0.028
b	#|S|<_R	b̥	0.028
b	#|S|F	b̥	0.035
b	#|S|R	b̥	0.035
b	>|S|	-	0.518
b	>|S|	b̥	1.729
b	>|S|<	-	0.37
b	>|S|<	b̥	2.144
b	>|S|<_N	-	0.288
b	>|S|<_N	b̥	2.466
b	>|S|N	-	0.37
b	>|S|N	b̥	2.144
b	F_>|S|	-	0.37
b	F_>|S|	b̥	2.144
b	F_>|S|<	-	0.288
b	F_>|S|<	b̥	2.466
b	F_>|S|<_N	-	0.236
b	F_>|S|<_N	b̥	2.729
b	F_>|S|N	-	0.288
b	F_>|S|N	b̥	2.466
b	F|S|	-	0.518
b	F|S|	b̥	1.729
b	F|S|<	-	0.37
b	F|S|<	b̥	2.144
b	F|S|<_N	-	0.288
b	F|S|<_N	b̥	2.466
b	F|S|N	-	0.37
b	F|S|N	b̥	2.144
b	|S|<	b̥	0.144
b	|S|<	-	3.392
b	|S|<_F	b̥	0.035
b	|S|<_N	-	0.37
b	|S|<_N	b̥	2.144
b	|S|<_R	b̥	0.035
b	|S|F	b̥	0.047
b	|S|N	-	0.518
b	|S|N	b̥	1.729
b	|S|R	b̥	0.047
d	#|S|	d̥	0.0
d	#|S|<	d̥	0.0
d	#|S|<_F	d̥	0.0
d	#|S|<_R	d̥	0.0
d	#|S|F	d̥	0.0
d	#|S|R	d̥	0.0
d	>|S|	d̥	1.585
d	>|S|<	d̥	2.0
d	|S|<	d̥	0.037
d	|S|<_F	d̥	0.0
d	|S|<_R	d̥	0.0
d	|S|F	d̥	0.0
d	|S|R	d̥	0.0
d_n	>|S|	r_ə	0.0
d_n	>|S|#	r_ə	0.0
d_n	F_>|S|	r_ə	0.0
d_n	F_>|S|#	r_ə	0.0
d_n	F|S|	r_ə	0.0
