ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Proto-Germanic	Proto-Germanic			cheese_NOUN	kāsī	kˈɑːsiː	k ˈɑː s iː		cheese_NOUN_1	TRUE	IRREGULAR OR LOAN	
Scots	Scots			cheese_NOUN	cheese	ʧˈiːz	ʧ ˈiː z		cheese_NOUN_1			
English	English			cheese_NOUN	cheese	ʧˈiːz	ʧ ˈiː z		cheese_NOUN_1			
American English	American English			cheese_NOUN	cheese	ʧˈiz	ʧ ˈi z		cheese_NOUN_1			
Old English	Old English			cheese_NOUN	ċīese	ʧˈiːy̯ze	ʧ ˈiːy̯ z e		cheese_NOUN_1			
West Frisian	West Frisian			cheese_NOUN	tsiis	ʦˈiːs	ʦ ˈiː s		cheese_NOUN_1			
Saterland Frisian	Saterland Frisian			cheese_NOUN	Síes	sˈiːs	s ˈiː s		cheese_NOUN_1			
North Frisian	North Frisian			cheese_NOUN	säis	sˈɛi̯s	s ˈɛi̯ s		cheese_NOUN_1			
Low Saxon	Low Saxon			cheese_NOUN	Kees	kʰˈeːs	kʰ ˈeː s		cheese_NOUN_1			
Dutch	Dutch			cheese_NOUN	kaas	kˈaːs	k ˈaː s		cheese_NOUN_1			
Afrikaans	Afrikaans			cheese_NOUN	kaas	kˈɑːs	k ˈɑː s		cheese_NOUN_1			
Limburgish	Limburgish			cheese_NOUN	kieës	kˈiːə̯s	k ˈiːə̯ s		cheese_NOUN_1			
Ripuarian	Ripuarian			cheese_NOUN	Kies	kˈiːs	k ˈiː s		cheese_NOUN_1			
Luxembourgish	Luxembourgish			cheese_NOUN	Kéis	kʰˈəɪ̯s	kʰ ˈəɪ̯ s		cheese_NOUN_1			
Yiddish	Yiddish			cheese_NOUN	קעז	kˈɛz	k ˈɛ z		cheese_NOUN_1			
German	German			cheese_NOUN	Käse	kʰˈɛːzə	kʰ ˈɛː z ə		cheese_NOUN_1			
Bavarian	Bavarian			cheese_NOUN	Kààs	kʰˈɑːs	kʰ ˈɑː s		cheese_NOUN_1			
Swiss German	Swiss German			cheese_NOUN	Chääs	χˈæːs	χ ˈæː s		cheese_NOUN_1			
Proto-Germanic	Proto-Germanic			church_NOUN	kirikā	kˈirikɑː	k ˈi r i k ɑː		church_NOUN_1	TRUE	IRREGULAR OR LOAN	
Icelandic	Icelandic			church_NOUN	kirkja	cʰˈɪr̥ca	cʰ ˈɪ r̥ c a		church_NOUN_1			
Faroese	Faroese			church_NOUN	kirkja	ʧʰˈɪɹʧa	ʧʰ ˈɪ ɹ ʧ a		church_NOUN_1			
Nynorsk Norwegian	Nynorsk Norwegian			church_NOUN	kyrkja	çˈʏɾçɑ	ç ˈʏ ɾ ç ɑ		church_NOUN_1			
Bokmål Norwegian	Bokmål Norwegian			church_NOUN	kirke	çˈɪɾkə	ç ˈɪ ɾ k ə		church_NOUN_1			
Danish	Danish			church_NOUN	kirke	kʰˈiɐkə	kʰ ˈi ɐ k ə		church_NOUN_1			
Swedish	Swedish			church_NOUN	kyrka	ɕˈʏrka	ɕ ˈʏ r k a		church_NOUN_1			
Scots	Scots			church_NOUN	kirk	kˈɪrk	k ˈɪ r k		church_NOUN_1			
English	English			church_NOUN	church	ʧˈɜːʧ	ʧ ˈɜː ʧ		church_NOUN_1			
American English	American English			church_NOUN	church	ʧˈɝʧ	ʧ ˈɝ ʧ		church_NOUN_1			
Old English	Old English			church_NOUN	ċiriċe	ʧˈiriʧe	ʧ ˈi r i ʧ e		church_NOUN_1			
West Frisian	West Frisian			church_NOUN	tsjerke	ʦjˈɛrkə	ʦ j ˈɛ r k ə		church_NOUN_1			
Saterland Frisian	Saterland Frisian			church_NOUN	Säärke	sˈɛːrkə	s ˈɛː r k ə		church_NOUN_1			
North Frisian	North Frisian			church_NOUN	schörk	ʃˈœrk	ʃ ˈœ r k		church_NOUN_1			
Low Saxon	Low Saxon			church_NOUN	Kark	kʰˈaɐk	kʰ ˈa ɐ k		church_NOUN_1			
Dutch	Dutch			church_NOUN	kerk	kˈɛɾk	k ˈɛ ɾ k		church_NOUN_1			
Afrikaans	Afrikaans			church_NOUN	kerk	kˈɛrk	k ˈɛ r k		church_NOUN_1			
Ripuarian	Ripuarian			church_NOUN	Kirch	kˈiɐɕ	k ˈi ɐ ɕ		church_NOUN_1			
Luxembourgish	Luxembourgish			church_NOUN	Kierch	kʰˈiːɐɕ	kʰ ˈiː ɐ ɕ		church_NOUN_1			
Yiddish	Yiddish			church_NOUN	קירך	kˈɪʀχ	k ˈɪ ʀ χ		church_NOUN_1			
German	German			church_NOUN	Kirche	kʰˈɪɐçə	kʰ ˈɪ ɐ ç ə		church_NOUN_1			
Bavarian	Bavarian			church_NOUN	Kiach	kʰˈiɐç	kʰ ˈi ɐ ç		church_NOUN_1			
Swiss German	Swiss German			church_NOUN	Chirche	χˈirχə	χ ˈi r χ ə		church_NOUN_1			
Proto-Germanic	Proto-Germanic			speech_NOUN	sprāku	sprˈɑːku	s p r ˈɑː k u		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
Icelandic	Icelandic			speech_NOUN	sprok	sprˈɔːk	s p r ˈɔː k		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
Nynorsk Norwegian	Nynorsk Norwegian			speech_NOUN	språk	spɾˈoːk	s p ɾ ˈoː k		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
Bokmål Norwegian	Bokmål Norwegian			speech_NOUN	språk	spɾˈoːk	s p ɾ ˈoː k		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
Danish	Danish			speech_NOUN	sproɡ	spʁˈɔˀw	s p ʁ ˈɔˀ w		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
Swedish	Swedish			speech_NOUN	språk	sprˈoːk	s p r ˈoː k		speech_NOUN_1	TRUE	IRREGULAR OR LOAN	
English	English			speech_NOUN	speech	spˈiːʧ	s p ˈiː ʧ		speech_NOUN_1			
American English	American English			speech_NOUN	speech	spˈiʧ	s p ˈi ʧ		speech_NOUN_1			
Old English	Old English			speech_NOUN	sprǣċ	sprˈæːʧ	s p r ˈæː ʧ		speech_NOUN_1			
West Frisian	West Frisian			speech_NOUN	spraak	sprˈaːk	s p r ˈaː k		speech_NOUN_1			
Saterland Frisian	Saterland Frisian			speech_NOUN	Sproake	sprˈɔːkə	s p r ˈɔː k ə		speech_NOUN_1			
North Frisian	North Frisian			speech_NOUN	spräke	sprˈɛːkə	s p r ˈɛː k ə		speech_NOUN_1			
Low Saxon	Low Saxon			speech_NOUN	Spraak	sprˈɒːk	s p r ˈɒː k		speech_NOUN_1			
Dutch	Dutch			speech_NOUN	spraak	spɾˈaːk	s p ɾ ˈaː k		speech_NOUN_1			
Afrikaans	Afrikaans			speech_NOUN	spraak	sprˈaːk	s p r ˈaː k		speech_NOUN_1			
Ripuarian	Ripuarian			speech_NOUN	Sprooch	ʃpʀˈoːx	ʃ p ʀ ˈoː x		speech_NOUN_1			
Luxembourgish	Luxembourgish			speech_NOUN	Sprooch	ʃpʀˈoːχ	ʃ p ʀ ˈoː χ		speech_NOUN_1			
Yiddish	Yiddish			speech_NOUN	שפּראַך	ʃpʀˈaχ	ʃ p ʀ ˈa χ		speech_NOUN_1			
German	German			speech_NOUN	Sprache	ʃpʁˈaːxə	ʃ p ʁ ˈaː x ə		speech_NOUN_1			
Bavarian	Bavarian			speech_NOUN	Språch	ʃprˈɒːx	ʃ p r ˈɒː x		speech_NOUN_1			
Swiss German	Swiss German			speech_NOUN	Sproch	ʃprˈoːχ	ʃ p r ˈoː χ		speech_NOUN_1			
Proto-Germanic	Proto-Germanic			eight_NUM	ahtōu	ˈɑxtɔːu̯	ˈɑ x t ɔːu̯		eight_NUM_1			
Old Norse	Old Norse			eight_NUM	átta	ˈɑːtta	ˈɑː t t a		eight_NUM_1			
Icelandic	Icelandic			eight_NUM	átta	ˈɑu̯ʰta	ˈɑu̯ ʰt a		eight_NUM_1			
Faroese	Faroese			eight_NUM	átta	ˈɔʰtta	ˈɔ ʰt t a		eight_NUM_1			
Nynorsk Norwegian	Nynorsk Norwegian			eight_NUM	åtte	ˈɔʰttə	ˈɔ ʰt t ə		eight_NUM_1			
Bokmål Norwegian	Bokmål Norwegian			eight_NUM	åtte	ˈɔttə	ˈɔ t t ə		eight_NUM_1			
Danish	Danish			eight_NUM	otte	ˈoːtə	ˈoː t ə		eight_NUM_1			
Swedish	Swedish			eight_NUM	åtta	ˈɔtta	ˈɔ t t a		eight_NUM_1			
Scots	Scots			eight_NUM	aicht	ˈeːxt	ˈeː x t		eight_NUM_1			
English	English			eight_NUM	eiɡht	ˈeɪ̯t	ˈeɪ̯ t		eight_NUM_1			
American English	American English			eight_NUM	eiɡht	ˈeɪ̯t	ˈeɪ̯ t		eight_NUM_1			
Old English	Old English			eight_NUM	eahta	ˈæɑ̯xtɑ	ˈæɑ̯ x t ɑ		eight_NUM_1			
West Frisian	West Frisian			eight_NUM	acht	ˈaχt	ˈa χ t		eight_NUM_1			
Saterland Frisian	Saterland Frisian			eight_NUM	oachte	ˈɔːxtə	ˈɔː x t ə		eight_NUM_1			
North Frisian	North Frisian			eight_NUM	oocht	ˈɔːxt	ˈɔː x t		eight_NUM_1			
Low Saxon	Low Saxon			eight_NUM	acht	ˈaxt	ˈa x t		eight_NUM_1			
Dutch	Dutch			eight_NUM	acht	ˈɑχt	ˈɑ χ t		eight_NUM_1			
Afrikaans	Afrikaans			eight_NUM	aɡt	ˈaχt	ˈa χ t		eight_NUM_1			
Limburgish	Limburgish			eight_NUM	ach	ˈɑx	ˈɑ x		eight_NUM_1			
Ripuarian	Ripuarian			eight_NUM	aach	ˈaːx	ˈaː x		eight_NUM_1			
Luxembourgish	Luxembourgish			eight_NUM	aacht	ˈaːχt	ˈaː χ t		eight_NUM_1			
Yiddish	Yiddish			eight_NUM	אַכט	ˈaχt	ˈa χ t		eight_NUM_1			
German	German			eight_NUM	acht	ˈaxt	ˈa x t		eight_NUM_1			
Bavarian	Bavarian			eight_NUM	acht	ˈɒxt	ˈɒ x t		eight_NUM_1			
Swiss German	Swiss German			eight_NUM	acht	ˈɒχt	ˈɒ χ t		eight_NUM_1			
Proto-Germanic	Proto-Germanic			oak_NOUN_FEM	aiks	ˈɑi̯ks	ˈɑi̯ k s		oak_NOUN_FEM_1			
Old Norse	Old Norse			oak_NOUN_FEM	eik	ˈɛi̯k	ˈɛi̯ k		oak_NOUN_FEM_1			
Icelandic	Icelandic			oak_NOUN_FEM	eik	ˈɛːi̯k	ˈɛːi̯ k		oak_NOUN_FEM_1			
Faroese	Faroese			oak_NOUN_FEM	eik	ˈai̯k	ˈai̯ k		oak_NOUN_FEM_1			
Nynorsk Norwegian	Nynorsk Norwegian			oak_NOUN_FEM	eik	ˈæɪ̯k	ˈæɪ̯ k		oak_NOUN_FEM_1			
Bokmål Norwegian	Bokmål Norwegian			oak_NOUN_FEM	eik	ˈæɪ̯k	ˈæɪ̯ k		oak_NOUN_FEM_1			
Danish	Danish			oak_NOUN_FEM	eɡ	ˈeˀj	ˈeˀ j		oak_NOUN_FEM_1			
Swedish	Swedish			oak_NOUN_FEM	ek	ˈeːk	ˈeː k		oak_NOUN_FEM_1			
Scots	Scots			oak_NOUN_FEM	aik	ˈeːk	ˈeː k		oak_NOUN_FEM_1			
English	English			oak_NOUN_FEM	oak	ˈəʊ̯k	ˈəʊ̯ k		oak_NOUN_FEM_1			
American English	American English			oak_NOUN_FEM	oak	ˈoʊ̯k	ˈoʊ̯ k		oak_NOUN_FEM_1			
Old English	Old English			oak_NOUN_FEM	āc	ˈɑːk	ˈɑː k		oak_NOUN_FEM_1			
West Frisian	West Frisian			oak_NOUN_FEM	iik	ˈiːk	ˈiː k		oak_NOUN_FEM_1			
Saterland Frisian	Saterland Frisian			oak_NOUN_FEM	Eeke	ˈeːkə	ˈeː k ə		oak_NOUN_FEM_1			
North Frisian	North Frisian			oak_NOUN_FEM	iik	ˈiːk	ˈiː k		oak_NOUN_FEM_1			
Dutch	Dutch			oak_NOUN_FEM	eik	ˈɛi̯k	ˈɛi̯ k		oak_NOUN_FEM_1			
Afrikaans	Afrikaans			oak_NOUN_FEM	eik	ˈəɪ̯k	ˈəɪ̯ k		oak_NOUN_FEM_1			
Ripuarian	Ripuarian			oak_NOUN_FEM	Eech	ˈeːɕ	ˈeː ɕ		oak_NOUN_FEM_1			
Luxembourgish	Luxembourgish			oak_NOUN_FEM	Eech	ˈeːɕ	ˈeː ɕ		oak_NOUN_FEM_1			
German	German			oak_NOUN_FEM	Eiche	ˈaɪ̯çə	ˈaɪ̯ ç ə		oak_NOUN_FEM_1			
Bavarian	Bavarian			oak_NOUN_FEM	Oach	ˈoɐ̯x	ˈoɐ̯ x		oak_NOUN_FEM_1			
Proto-Germanic	Proto-Germanic			fire_NOUN	ailidaz	ˈɑi̯liðɑz	ˈɑi̯ l i ð ɑ z		fire_NOUN_1			
Old Norse	Old Norse			fire_NOUN	eldr	ˈɛldr	ˈɛ l d r		fire_NOUN_1			
Icelandic	Icelandic			fire_NOUN	eldur	ˈɛld̥ʏr̥	ˈɛ l d̥ ʏ r̥		fire_NOUN_1			
Faroese	Faroese			fire_NOUN	eldur	ˈɛld̥ʊɹ	ˈɛ l d̥ ʊ ɹ		fire_NOUN_1			
Nynorsk Norwegian	Nynorsk Norwegian			fire_NOUN	eld	ˈɛll	ˈɛ l l		fire_NOUN_1			
Bokmål Norwegian	Bokmål Norwegian			fire_NOUN	ild	ˈɪll	ˈɪ l l		fire_NOUN_1			
Danish	Danish			fire_NOUN	ild	ˈilˀ	ˈi lˀ		fire_NOUN_1			
Swedish	Swedish			fire_NOUN	eld	ˈɛld	ˈɛ l d		fire_NOUN_1			
Old English	Old English			fire_NOUN	ǣled	ˈæːled	ˈæː l e d		fire_NOUN_1			
North Frisian	North Frisian			fire_NOUN	iilj	ˈiːlʲ	ˈiː lʲ		fire_NOUN_1			
Proto-Germanic	Proto-Germanic			one_NUM	ainaz	ˈɑi̯nɑz	ˈɑi̯ n ɑ z		one_NUM_1			
Old Norse	Old Norse			one_NUM	einn	ˈɛi̯nn	ˈɛi̯ n n		one_NUM_1			
Icelandic	Icelandic			one_NUM	einn	ˈɛi̯tn̥	ˈɛi̯ t n̥		one_NUM_1			
Faroese	Faroese			one_NUM	ein	ˈai̯n	ˈai̯ n		one_NUM_1			
Nynorsk Norwegian	Nynorsk Norwegian			one_NUM	ein	ˈæɪ̯̯n	ˈæɪ̯̯ n		one_NUM_1			
Bokmål Norwegian	Bokmål Norwegian			one_NUM	en	ˈeːn	ˈeː n		one_NUM_1			
Danish	Danish			one_NUM	en	ˈeˀn	ˈeˀ n		one_NUM_1			
Swedish	Swedish			one_NUM	en	ˈɛnn	ˈɛ n n		one_NUM_1			
Scots	Scots			one_NUM	ane	ˈen	ˈe n		one_NUM_1			
English	English			one_NUM	one	wˈɐn	w ˈɐ n		one_NUM_1			
American English	American English			one_NUM	one	wˈʌn	w ˈʌ n		one_NUM_1			
Old English	Old English			one_NUM	ān	ˈɑːn	ˈɑː n		one_NUM_1			
West Frisian	West Frisian			one_NUM	ien	ˈiə̯n	ˈiə̯ n		one_NUM_1			
Saterland Frisian	Saterland Frisian			one_NUM	aan	ˈaːn	ˈaː n		one_NUM_1			
North Frisian	North Frisian			one_NUM	ån	ˈɒn	ˈɒ n		one_NUM_1			
Low Saxon	Low Saxon			one_NUM	een	ˈeːn	ˈeː n		one_NUM_1			
Dutch	Dutch			one_NUM	één	ˈeːn	ˈeː n		one_NUM_1			
Afrikaans	Afrikaans			one_NUM	een	ˈɪə̯n	ˈɪə̯ n		one_NUM_1			
Limburgish	Limburgish			one_NUM	ein	ˈɛi̯n	ˈɛi̯ n		one_NUM_1			
Ripuarian	Ripuarian			one_NUM	een	ˈeːn	ˈeː n		one_NUM_1			
Luxembourgish	Luxembourgish			one_NUM	eent	ˈeːnt	ˈeː n t		one_NUM_1			
Yiddish	Yiddish			one_NUM	איין	ˈɛɪ̯n	ˈɛɪ̯ n		one_NUM_1			
German	German			one_NUM	ein	ˈaɪ̯n	ˈaɪ̯ n		one_NUM_1			
Bavarian	Bavarian			one_NUM	oa	ˈoɐ̯	ˈoɐ̯		one_NUM_1			
Swiss German	Swiss German			one_NUM	eis	ˈei̯s	ˈei̯ s		one_NUM_1			
Proto-Germanic	Proto-Germanic			egg_NOUN_NEU	ajją	ˈɑjjɑ̃	ˈɑ j j ɑ̃		egg_NOUN_NEU_1			
Old Norse	Old Norse			egg_NOUN_NEU	eɡɡ	ˈɛɡɡ	ˈɛ ɡ ɡ		egg_NOUN_NEU_1			
Icelandic	Icelandic			egg_NOUN_NEU	eɡɡ	ˈɛɡ̊ɡ̊	ˈɛ ɡ̊ ɡ̊		egg_NOUN_NEU_1			
Faroese	Faroese			egg_NOUN_NEU	eɡɡ	ˈɛɡ̊ɡ̊	ˈɛ ɡ̊ ɡ̊		egg_NOUN_NEU_1			
Nynorsk Norwegian	Nynorsk Norwegian			egg_NOUN_NEU	eɡɡ	ˈɛɡɡ	ˈɛ ɡ ɡ		egg_NOUN_NEU_1			
Bokmål Norwegian	Bokmål Norwegian			egg_NOUN_NEU	eɡɡ	ˈɛɡɡ	ˈɛ ɡ ɡ		egg_NOUN_NEU_1			
Danish	Danish			egg_NOUN_NEU	æɡ	ˈeˀɡ̊	ˈeˀ ɡ̊		egg_NOUN_NEU_1			
Swedish	Swedish			egg_NOUN_NEU	äɡɡ	ˈɛɡɡ	ˈɛ ɡ ɡ		egg_NOUN_NEU_1			
Scots	Scots			egg_NOUN_NEU	eɡɡ	ˈɛɡ	ˈɛ ɡ		egg_NOUN_NEU_1			
